[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	11/22/2019 9:02:46 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC	Vial 2-7	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:25:20 PM	1	1	NPOC	97.08	-124.5	NPOC:-125.9mg/L	0	50	
Unknown	NPOC	Vial 2-7	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:29:03 PM	1	2	NPOC	99.14	-127.2	NPOC:-125.9mg/L	0	50	
Unknown	NPOC	Vial 2-8	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:40:27 PM	1	1	NPOC	193.7	-248.5	NPOC:-250.3mg/L	0	50	
Unknown	NPOC	Vial 2-8	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:44:17 PM	1	2	NPOC	196.5	-252.1	NPOC:-250.3mg/L	0	50	
Unknown	NPOC	Vial 2-9	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:55:55 PM	1	1	NPOC	296.3	-380.1	NPOC:-380.0mg/L	0	50	
Unknown	NPOC	Vial 2-9	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:59:46 PM	1	2	NPOC	296.2	-380.0	NPOC:-380.0mg/L	0	50	
Unknown	NPOC	Vial 2-10	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:11:27 PM	1	1	NPOC	511.4	-656.0	NPOC:-651.9mg/L	0	50	
Unknown	NPOC	Vial 2-10	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:15:25 PM	1	2	NPOC	504.9	-647.7	NPOC:-651.9mg/L	0	50	
Unknown	NPOC	Vial 2-11	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:26:29 PM	1	1	NPOC	68.85	-88.32	NPOC:-87.60mg/L	0	50	
Unknown	NPOC	Vial 2-11	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:29:56 PM	1	2	NPOC	67.73	-86.88	NPOC:-87.60mg/L	0	50	
Unknown	NPOC	Vial 2-12	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:40:36 PM	1	1	NPOC	56.01	-71.85	NPOC:-72.65mg/L	0	50	
Unknown	NPOC	Vial 2-12	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:43:57 PM	1	2	NPOC	57.26	-73.45	NPOC:-72.65mg/L	0	50	
Unknown	NPOC	Vial 2-13	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:55:02 PM	1	1	NPOC	67.44	-86.51	NPOC:-86.81mg/L	0	50	
Unknown	NPOC	Vial 2-13	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:58:41 PM	1	2	NPOC	67.91	-87.12	NPOC:-86.81mg/L	0	50	
Unknown	NPOC	Vial 2-14	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:09:23 PM	1	1	NPOC	53.07	-68.08	NPOC:-68.99mg/L	0	50	
Unknown	NPOC	Vial 2-14	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:12:44 PM	1	2	NPOC	54.49	-69.90	NPOC:-68.99mg/L	0	50	
Unknown	NPOC	Vial 2-15	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:23:22 PM	1	1	NPOC	43.07	-55.25	NPOC:-55.79mg/L	0	50	
Unknown	NPOC	Vial 2-15	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:26:34 PM	1	2	NPOC	43.91	-56.33	NPOC:-55.79mg/L	0	50	
Unknown	NPOC	Vial 2-16	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:37:07 PM	1	1	NPOC	33.43	-42.88	NPOC:-43.99mg/L	1	50	
Unknown	NPOC	Vial 2-16	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:40:15 PM	1	2	NPOC	34.54	-44.31	NPOC:-43.99mg/L	0	50	
Unknown	NPOC	Vial 2-16	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:43:14 PM	1	3	NPOC	34.04	-43.67	NPOC:-43.99mg/L	0	50	
Unknown	NPOC	Vial 2-17	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:53:35 PM	1	1	NPOC	35.58	-45.64	NPOC:-47.83mg/L	1	50	
Unknown	NPOC	Vial 2-17	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:56:48 PM	1	2	NPOC	37.58	-48.21	NPOC:-47.83mg/L	0	50	
Unknown	NPOC	Vial 2-17	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:59:55 PM	1	3	NPOC	36.99	-47.45	NPOC:-47.83mg/L	0	50	
Unknown	NPOC	Vial 2-18	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:10:08 PM	1	1	NPOC	25.39	-32.57	NPOC:-34.53mg/L	1	50	
Unknown	NPOC	Vial 2-18	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:13:29 PM	1	2	NPOC	26.66	-34.20	NPOC:-34.53mg/L	0	50	
Unknown	NPOC	Vial 2-18	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:16:34 PM	1	3	NPOC	27.18	-34.87	NPOC:-34.53mg/L	0	50	
Unknown	NPOC	Vial 2-19	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:26:49 PM	1	1	NPOC	29.94	-38.41	NPOC:-40.54mg/L	1	50	
Unknown	NPOC	Vial 2-19	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:30:01 PM	1	2	NPOC	31.38	-40.25	NPOC:-40.54mg/L	0	50	
Unknown	NPOC	Vial 2-19	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:33:17 PM	1	3	NPOC	31.82	-40.82	NPOC:-40.54mg/L	0	50	
Unknown	NPOC	Vial 2-20	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:43:51 PM	1	1	NPOC	37.92	-48.64	NPOC:-49.17mg/L	0	50	
Unknown	NPOC	Vial 2-20	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:47:01 PM	1	2	NPOC	38.74	-49.70	NPOC:-49.17mg/L	0	50	
Unknown	NPOC	Vial 2-21	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:57:34 PM	1	1	NPOC	37.65	-48.30	NPOC:-48.82mg/L	0	50	
Unknown	NPOC	Vial 2-21	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:00:46 PM	1	2	NPOC	39.30	-50.41	NPOC:-48.82mg/L	1	50	
Unknown	NPOC	Vial 2-21	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:03:50 PM	1	3	NPOC	38.46	-49.34	NPOC:-48.82mg/L	0	50	
Unknown	NPOC	Vial 2-22	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:14:17 PM	1	1	NPOC	37.71	-48.37	NPOC:-47.94mg/L	0	50	
Unknown	NPOC	Vial 2-22	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:17:24 PM	1	2	NPOC	37.03	-47.50	NPOC:-47.94mg/L	0	50	
Unknown	NPOC	Vial 2-23	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:27:56 PM	1	1	NPOC	38.47	-49.35	NPOC:-50.02mg/L	0	50	
Unknown	NPOC	Vial 2-23	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:31:17 PM	1	2	NPOC	39.51	-50.68	NPOC:-50.02mg/L	0	50	
Unknown	NPOC	Vial 2-24	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:42:00 PM	1	1	NPOC	44.26	-56.78	NPOC:-57.37mg/L	0	50	
Unknown	NPOC	Vial 2-24	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:45:11 PM	1	2	NPOC	45.19	-57.97	NPOC:-57.37mg/L	0	50	
Unknown	NPOC	Vial 2-25	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:56:03 PM	1	1	NPOC	42.64	-54.70	NPOC:-55.06mg/L	0	50	
Unknown	NPOC	Vial 2-25	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:59:15 PM	1	2	NPOC	43.20	-55.42	NPOC:-55.06mg/L	0	50	
Unknown	NPOC	Vial 2-26	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:09:57 PM	1	1	NPOC	39.20	-50.29	NPOC:-50.98mg/L	0	50	
Unknown	NPOC	Vial 2-26	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:13:06 PM	1	2	NPOC	40.28	-51.67	NPOC:-50.98mg/L	0	50	
Unknown	NPOC	Vial 2-27	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:23:27 PM	1	1	NPOC	40.45	-51.89	NPOC:-51.97mg/L	0	50	
Unknown	NPOC	Vial 2-27	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:26:41 PM	1	2	NPOC	41.63	-53.40	NPOC:-51.97mg/L	1	50	
Unknown	NPOC	Vial 2-27	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:29:44 PM	1	3	NPOC	40.57	-52.04	NPOC:-51.97mg/L	0	50	
Unknown	NPOC	Vial 2-28	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:40:27 PM	1	1	NPOC	49.97	-64.10	NPOC:-64.19mg/L	0	50	
Unknown	NPOC	Vial 2-28	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:43:39 PM	1	2	NPOC	50.10	-64.27	NPOC:-64.19mg/L	0	50	
Unknown	NPOC	Vial 2-29	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:53:36 PM	1	1	NPOC	9.366	-12.01	NPOC:-12.18mg/L	0	50	
Unknown	NPOC	Vial 2-29	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:56:28 PM	1	2	NPOC	10.39	-13.33	NPOC:-12.18mg/L	1	50	
Unknown	NPOC	Vial 2-29	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:59:11 PM	1	3	NPOC	9.619	-12.34	NPOC:-12.18mg/L	0	50	
Unknown	NPOC	Vial 2-30	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:10:50 PM	1	1	NPOC	296.7	-380.6	NPOC:-382.1mg/L	0	50	
Unknown	NPOC	Vial 2-30	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:14:42 PM	1	2	NPOC	299.0	-383.6	NPOC:-382.1mg/L	0	50	
Unknown	NPOC	Vial 2-31	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:25:32 PM	1	1	NPOC	75.63	-97.02	NPOC:-97.40mg/L	0	50	
Unknown	NPOC	Vial 2-31	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:28:49 PM	1	2	NPOC	76.22	-97.78	NPOC:-97.40mg/L	0	50	
Unknown	NPOC	Vial 2-32	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:39:51 PM	1	1	NPOC	74.27	-95.27	NPOC:-96.25mg/L	0	50	
Unknown	NPOC	Vial 2-32	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:43:21 PM	1	2	NPOC	75.79	-97.22	NPOC:-96.25mg/L	0	50	
Unknown	NPOC	Vial 2-33	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:54:06 PM	1	1	NPOC	78.63	-100.9	NPOC:-101.8mg/L	0	50	
Unknown	NPOC	Vial 2-33	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 8:57:36 PM	1	2	NPOC	80.09	-102.7	NPOC:-101.8mg/L	0	50	
Unknown	NPOC	Vial 2-34	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:08:34 PM	1	1	NPOC	75.53	-96.89	NPOC:-96.95mg/L	0	50	
Unknown	NPOC	Vial 2-34	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:12:15 PM	1	2	NPOC	75.63	-97.02	NPOC:-96.95mg/L	0	50	
Unknown	NPOC	Vial 2-35	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:23:02 PM	1	1	NPOC	83.37	-106.9	NPOC:-108.0mg/L	0	50	
Unknown	NPOC	Vial 2-35	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:26:24 PM	1	2	NPOC	84.94	-109.0	NPOC:-108.0mg/L	0	50	
Unknown	NPOC	Vial 2-36	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:37:03 PM	1	1	NPOC	61.05	-78.32	NPOC:-78.40mg/L	0	50	
Unknown	NPOC	Vial 2-36	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:40:21 PM	1	2	NPOC	61.18	-78.48	NPOC:-78.40mg/L	0	50	
Unknown	NPOC	Vial 2-37	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:51:22 PM	1	1	NPOC	77.05	-98.84	NPOC:-98.51mg/L	0	50	
Unknown	NPOC	Vial 2-37	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 9:54:44 PM	1	2	NPOC	76.53	-98.17	NPOC:-98.51mg/L	0	50	
Unknown	NPOC	Vial 2-38	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:05:33 PM	1	1	NPOC	55.52	-71.22	NPOC:-71.66mg/L	0	50	
Unknown	NPOC	Vial 2-38	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:08:59 PM	1	2	NPOC	56.21	-72.11	NPOC:-71.66mg/L	0	50	
Unknown	NPOC	Vial 2-39	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:19:40 PM	1	1	NPOC	54.21	-69.54	NPOC:-70.46mg/L	0	50	
Unknown	NPOC	Vial 2-39	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:22:58 PM	1	2	NPOC	55.65	-71.39	NPOC:-70.46mg/L	0	50	
Unknown	NPOC	Vial 2-40	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:33:41 PM	1	1	NPOC	56.11	-71.98	NPOC:-75.51mg/L	1	50	
Unknown	NPOC	Vial 2-40	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:36:47 PM	1	2	NPOC	57.99	-74.39	NPOC:-75.51mg/L	0	50	
Unknown	NPOC	Vial 2-40	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:40:07 PM	1	3	NPOC	59.74	-76.63	NPOC:-75.51mg/L	0	50	
Unknown	NPOC	Vial 2-41	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:50:49 PM	1	1	NPOC	58.76	-75.38	NPOC:-75.94mg/L	0	50	
Unknown	NPOC	Vial 2-41	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 10:54:08 PM	1	2	NPOC	59.64	-76.51	NPOC:-75.94mg/L	0	50	
Unknown	NPOC	Vial 2-42	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:04:51 PM	1	1	NPOC	67.22	-86.23	NPOC:-87.31mg/L	0	50	
Unknown	NPOC	Vial 2-42	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:08:15 PM	1	2	NPOC	68.91	-88.40	NPOC:-87.31mg/L	0	50	
Unknown	NPOC	Vial 2-43	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:19:14 PM	1	1	NPOC	52.92	-67.89	NPOC:-68.55mg/L	0	50	
Unknown	NPOC	Vial 2-43	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:22:37 PM	1	2	NPOC	53.95	-69.21	NPOC:-68.55mg/L	0	50	
Unknown	NPOC	Vial 2-44	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:33:25 PM	1	1	NPOC	71.17	-91.30	NPOC:-93.70mg/L	1	50	
Unknown	NPOC	Vial 2-44	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:37:09 PM	1	2	NPOC	73.27	-93.99	NPOC:-93.70mg/L	0	50	
Unknown	NPOC	Vial 2-44	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:40:36 PM	1	3	NPOC	72.81	-93.40	NPOC:-93.70mg/L	0	50	
Unknown	NPOC	Vial 2-45	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:51:05 PM	1	1	NPOC	59.11	-75.83	NPOC:-76.67mg/L	0	50	
Unknown	NPOC	Vial 2-45	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:54:20 PM	1	2	NPOC	60.42	-77.51	NPOC:-76.67mg/L	0	50	
